# cfgfile = ./initcfg/SAGA/SAGA.1905.meiyo_m5-initcfg.ini
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1
2582,S03,L14,M11,1.885081,0.0,0.0,0.0,False,75304.39459,-36.90755,-4.0667,12.67703,133.59,-0.21,-0.03,75307.34118,-29.50053,-12.71045,12.94657,133.61,0.08,1.13
2583,S03,L14,M13,1.906355,0.0,0.0,0.0,False,75305.484515,-34.29351,-7.4123,12.73872,133.7,0.0,0.83,75308.452375,-26.45294,-15.74144,12.96008,133.52,0.02,0.55
2584,S03,L14,M12,1.932407,0.0,0.0,0.0,False,75314.394665,-11.07015,-32.84176,12.77175,132.96,-0.53,0.74,75317.38858,-3.53714,-41.15752,12.98944,132.55,0.84,0.79
2585,S03,L14,M14,1.92018,0.0,0.0,0.0,False,75315.48459,-8.1637,-35.8745,12.64018,132.82,-0.52,0.45,75318.466275,-0.65724,-44.42661,12.99144,132.5,0.26,1.13
2586,S03,L14,M13,1.883625,0.0,0.0,0.0,False,75324.39467,15.14067,-60.92152,12.76046,131.79,-0.68,0.25,75327.3398,22.46227,-69.26598,12.99781,131.81,0.41,1.45
2587,S03,L14,M11,1.912881,0.0,0.0,0.0,False,75325.484595,17.79371,-63.98706,12.82026,131.85,-0.28,0.67,75328.458985,25.5567,-72.36727,12.955,131.76,-0.05,1.17
2588,S03,L14,M14,1.94854,0.0,0.0,0.0,False,75334.394825,41.27608,-88.7348,12.92621,132.15,0.06,0.54,75337.40487,49.19315,-97.11525,12.9188,131.96,-0.15,0.65
2589,S03,L14,M12,1.914592,0.0,0.0,0.0,False,75335.48475,44.13829,-91.82096,12.95833,132.19,-0.12,0.59,75338.46085,52.12984,-100.03827,12.73592,132.12,-0.35,0.5
2590,S03,L14,M11,1.942181,0.0,0.0,0.0,False,75344.39476,67.7429,-116.52886,12.76485,132.4,-0.7,0.14,75347.39845,75.43853,-125.04316,12.87373,132.43,-0.04,0.88
2591,S03,L14,M13,1.86416,0.0,0.0,0.0,False,75345.48479,70.39604,-119.45302,12.90466,132.46,0.17,0.25,75348.410455,78.26633,-127.93374,12.7252,132.51,-0.76,0.69
2592,S03,L14,M12,1.903827,0.0,0.0,0.0,False,75354.394805,93.77777,-144.43542,12.7445,131.82,-0.69,0.45,75357.36014,101.34561,-152.72255,13.07295,131.48,0.25,1.04
2593,S03,L14,M14,1.98509,0.0,0.0,0.0,False,75355.48483,96.4075,-147.43801,12.83438,131.75,0.17,0.81,75358.531425,104.57316,-156.08327,12.89529,131.39,-0.47,0.89
2594,S03,L14,M13,1.85227,0.0,0.0,0.0,False,75364.39491,120.11191,-172.00896,12.59776,130.92,-0.76,0.46,75367.308685,127.61037,-179.98986,13.03127,130.74,0.26,1.03
2595,S03,L14,M11,1.979931,0.0,0.0,0.0,False,75365.484945,122.63645,-175.10049,12.71292,130.84,0.07,1.27,75368.526385,131.06781,-183.2789,12.87732,130.87,-0.35,0.43
2596,S03,L14,M14,2.02239,0.0,0.0,0.0,False,75374.39501,146.48227,-199.13523,12.76558,131.08,-0.05,0.53,75377.478905,154.63368,-207.65237,12.83825,131.33,-0.13,0.72
2597,S03,L14,M12,1.897122,0.0,0.0,0.0,False,75375.484935,149.38205,-202.18757,12.76214,131.23,-0.11,0.58,75378.443565,157.0938,-210.25817,12.91108,131.28,0.25,0.87
2598,S03,L14,M11,2.017801,0.0,0.0,0.0,False,75384.39509,173.07827,-226.56449,12.68313,130.97,-0.37,0.52,75387.4744,180.93344,-234.91035,13.04882,130.7,0.16,0.93
2599,S03,L14,M13,1.84521,0.0,0.0,0.0,False,75385.48502,175.80771,-229.47159,12.79246,130.93,-0.09,0.65,75388.391735,183.47469,-237.49801,12.92499,130.53,-0.48,0.99
2600,S03,L14,M12,1.896142,0.0,0.0,0.0,False,75394.395115,199.45545,-253.67776,12.89591,129.83,0.17,0.95,75397.352765,207.59657,-261.41857,12.88187,129.76,-0.37,0.3
2601,S03,L14,M14,2.0689,0.0,0.0,0.0,False,75395.485145,202.5021,-256.51209,12.92289,129.6,-0.02,0.73,75398.61555,210.67031,-264.80503,12.98492,129.71,0.32,0.89
2602,S03,L14,M13,1.84464,0.0,0.0,0.0,False,75404.395085,226.37416,-280.28354,12.93638,129.93,0.29,0.63,75407.30123,234.35935,-287.90031,12.87957,129.81,-0.24,0.51
2603,S03,L14,M11,2.064096,0.0,0.0,0.0,False,75405.48522,229.36974,-283.23331,12.97633,129.93,-0.16,0.68,75408.610825,238.0125,-291.3953,12.72116,130.11,-0.48,0.29
2604,S03,L14,M14,2.114075,0.0,0.0,0.0,False,75414.395235,253.51921,-306.78209,12.44788,130.41,-0.97,0.01,75417.570815,261.48844,-315.62238,13.0819,130.72,0.04,1.25
2605,S03,L14,M12,1.900342,0.0,0.0,0.0,False,75415.48516,256.0378,-309.54622,12.76848,130.51,0.56,0.24,75418.44701,264.02751,-318.0352,12.82758,130.59,-1.1,1.17
2606,S03,L14,M11,2.109036,0.0,0.0,0.0,False,75424.39521,279.51131,-333.67335,13.0393,130.43,0.05,1.36,75427.565755,288.25094,-341.97178,12.51755,130.5,-0.43,0.09
2607,S03,L14,M13,1.849555,0.0,0.0,0.0,False,75425.485235,282.57975,-336.53994,12.84787,130.35,-0.34,1.02,75428.396295,290.36996,-344.14784,12.71922,130.45,0.09,0.28
2608,S03,L14,M12,1.909297,0.0,0.0,0.0,False,75434.395265,306.19213,-360.04058,13.0687,130.27,0.06,0.47,75437.36607,314.21534,-368.10049,12.40857,130.0,-0.43,0.93
2609,S03,L14,M14,2.168475,0.0,0.0,0.0,False,75435.485295,309.17109,-363.24501,12.65126,130.27,-0.7,0.89,75438.715275,317.6816,-371.24912,12.97819,129.86,1.33,0.46
2610,S03,L14,M13,1.85954,0.0,0.0,0.0,False,75444.395415,332.85166,-386.26768,13.12913,129.82,0.52,0.43,75447.31646,340.70903,-394.27177,12.53128,129.87,-0.81,0.93
2611,S03,L14,M11,2.162831,0.0,0.0,0.0,False,75445.48534,335.87139,-389.25586,12.94941,129.93,-0.23,0.4,75448.70968,344.37198,-397.80629,12.60426,129.88,-0.05,0.93
2612,S03,L14,M14,2.2201,0.0,0.0,0.0,False,75454.39547,359.57267,-412.76561,12.69007,130.16,-0.54,0.77,75457.677075,368.52174,-421.31711,12.84243,130.14,-0.44,0.4
2613,S03,L14,M12,1.924697,0.0,0.0,0.0,False,75455.485395,362.26282,-415.47519,12.98639,130.06,0.64,0.87,75458.4716,370.64854,-423.45929,12.61956,130.13,-0.93,0.49
2614,S03,L14,M11,2.214406,0.0,0.0,0.0,False,75464.395475,386.26299,-438.8916,12.73242,130.35,-0.21,0.25,75467.67139,394.63542,-447.60598,13.10913,130.49,0.47,1.07
2615,S03,L14,M13,1.87639,0.0,0.0,0.0,False,75465.4855,389.20417,-441.71882,12.77324,130.53,0.02,0.02,75468.423395,396.63872,-449.63074,13.12955,130.5,0.25,1.17
2616,S03,L14,M12,1.943462,0.0,0.0,0.0,False,75474.395515,412.75962,-465.41163,12.74012,130.56,-0.28,0.52,75477.400485,420.32091,-473.52951,12.99757,130.6,0.34,1.02
2617,S03,L14,M14,2.281125,0.0,0.0,0.0,False,75475.485545,415.48282,-468.32728,12.83172,130.74,0.02,0.65,75478.828175,424.33427,-477.2628,12.84475,130.44,-0.52,0.6
2618,S03,L14,M13,1.89587,0.0,0.0,0.0,False,75484.395655,438.9428,-491.9978,12.9614,130.58,-0.19,0.92,75487.35303,446.91099,-499.82241,12.61715,130.08,-0.21,0.69
2619,S03,L14,M11,2.275086,0.0,0.0,0.0,False,75485.48558,441.82695,-494.84765,12.89007,130.4,-0.07,0.8,75488.822175,450.82704,-503.60248,12.73103,130.21,-0.1,0.45
2620,S03,L14,M14,2.33841,0.0,0.0,0.0,False,75494.395695,465.66331,-518.28693,12.62002,130.13,-0.27,0.53,75497.79561,474.59287,-527.50371,12.92116,130.42,-0.36,1.01
2621,S03,L14,M12,1.969527,0.0,0.0,0.0,False,75495.48572,468.3768,-521.09781,12.94769,130.14,0.62,0.71,75498.516755,476.60484,-529.42167,12.67301,130.36,-0.92,0.88
2622,S03,L14,M11,2.332461,0.0,0.0,0.0,False,75504.395725,492.04102,-544.58739,13.05037,130.07,0.3,0.89,75507.789695,501.09723,-553.46777,12.75773,130.36,-0.03,0.59
2623,S03,L14,M13,1.92356,0.0,0.0,0.0,False,75505.48575,495.1338,-547.44883,12.90077,130.14,-0.08,0.64,75508.470815,502.7633,-555.29062,12.91901,130.28,0.34,0.96
2624,S03,L14,M12,1.997412,0.0,0.0,0.0,False,75514.3958,518.63017,-570.87559,12.93759,130.15,0.51,0.63,75517.45472,526.90577,-578.68301,12.96724,130.0,-0.06,0.6
2625,S03,L14,M14,2.405455,0.0,0.0,0.0,False,75515.48583,521.58178,-573.88615,12.88107,130.07,-0.04,1.13,75518.95279,530.97259,-582.64822,12.83847,130.25,-0.29,0.41
2626,S03,L14,M13,1.95275,0.0,0.0,0.0,False,75524.39581,545.3803,-596.86294,12.93135,130.3,0.51,0.07,75527.410065,553.48609,-605.09196,12.72114,130.46,-0.97,0.77
2627,S03,L14,M11,2.398941,0.0,0.0,0.0,False,75525.48584,548.20221,-599.74515,13.14312,130.31,0.72,0.3,75528.94629,557.41452,-608.89952,12.65588,130.45,-0.35,0.73
2628,S03,L14,M14,2.467865,0.0,0.0,0.0,False,75534.39595,571.83384,-623.38835,12.88741,130.55,0.21,0.84,75537.92532,581.25239,-632.50179,12.83259,130.58,0.12,0.19
2629,S03,L14,M12,2.033112,0.0,0.0,0.0,False,75535.485875,574.88446,-626.26716,12.79417,130.5,-0.33,0.55,75538.580495,582.98784,-634.26301,12.86513,130.65,0.17,0.28
2630,S03,L14,M11,2.461096,0.0,0.0,0.0,False,75544.395925,598.41311,-649.73516,12.91402,130.58,0.17,0.48,75547.91853,607.82195,-659.12458,12.72614,130.51,-0.51,0.68
2631,S03,L14,M13,1.99025,0.0,0.0,0.0,False,75545.485955,601.28267,-652.71676,12.82001,130.49,-0.19,0.73,75548.53771,609.44887,-660.67049,12.75452,130.44,-0.1,0.53
2632,S03,L14,M12,2.069642,0.0,0.0,0.0,False,75554.39603,625.01138,-676.24722,12.72304,130.22,-0.07,0.8,75557.52718,633.25201,-684.47885,13.05258,130.32,0.25,0.69
2633,S03,L14,M14,2.53995,0.0,0.0,0.0,False,75555.486065,628.01073,-679.03476,12.81565,130.26,0.05,0.49,75559.08752,637.49106,-688.94758,12.68249,130.32,-0.74,1.16
2634,S03,L14,M13,2.02819,0.0,0.0,0.0,False,75564.39606,651.73112,-702.65782,12.95591,130.21,0.09,0.77,75567.485755,660.0206,-710.78716,12.66071,130.07,-0.54,0.78
2635,S03,L14,M11,2.533131,0.0,0.0,0.0,False,75565.48609,654.51361,-705.72917,12.91733,130.23,-0.3,1.39,75569.08073,664.34537,-714.6423,12.83165,129.93,0.32,0.1
2636,S03,L14,M14,2.606935,0.0,0.0,0.0,False,75574.39613,678.5244,-728.75718,12.97085,130.1,0.58,0.53,75578.06457,688.37896,-738.50271,12.74148,130.11,-0.43,1.08
2637,S03,L14,M12,2.114397,0.0,0.0,0.0,False,75575.48616,681.61285,-731.57926,12.97346,130.22,0.13,0.08,75578.662065,689.98928,-740.0467,12.75006,130.18,-0.34,1.09
2638,S03,L14,M11,2.599426,0.0,0.0,0.0,False,75584.39621,705.44486,-755.24827,12.76464,130.65,-0.48,0.67,75588.057145,715.43738,-764.56342,12.71533,130.59,-0.39,0.03
2639,S03,L14,M13,2.074895,0.0,0.0,0.0,False,75585.48624,708.21811,-758.06482,12.7286,130.51,-0.32,0.89,75588.62264,716.94238,-766.02869,12.74165,130.71,-0.47,-0.09
2640,S03,L14,M12,2.158237,0.0,0.0,0.0,False,75594.396255,732.22801,-781.31298,12.63569,130.87,0.03,0.2,75597.616,740.61265,-790.15999,12.75886,130.93,-0.38,0.95
2641,S03,L14,M14,2.683395,0.0,0.0,0.0,False,75595.48628,734.91877,-784.2803,12.86859,131.01,0.42,0.51,75599.23118,745.03033,-794.26416,12.58659,130.86,-0.64,0.32
2642,S03,L14,M13,2.12041,0.0,0.0,0.0,False,75604.39631,758.51249,-807.98959,12.82614,130.82,0.06,0.92,75607.578225,766.90751,-816.54482,12.68286,130.57,-0.04,0.83
2643,S03,L14,M11,2.675896,0.0,0.0,0.0,False,75605.486545,761.47215,-810.99666,12.71575,130.88,-0.09,0.83,75609.22395,771.3793,-820.70914,12.85884,130.26,0.45,0.59
2644,S03,L14,M14,2.75353,0.0,0.0,0.0,False,75614.396355,785.28004,-834.54694,12.63255,130.22,-0.68,0.45,75618.21139,795.19095,-844.67639,12.82375,130.19,0.05,1.16
2645,S03,L14,M12,2.211172,0.0,0.0,0.0,False,75615.486385,788.14425,-837.30765,12.59911,130.29,-0.51,0.19,75618.759065,796.75329,-846.19483,12.68246,130.27,-0.53,1.12
2646,S03,L14,M11,2.745636,0.0,0.0,0.0,False,75624.396515,811.69663,-860.65861,12.63174,129.95,-0.45,0.55,75628.20366,821.8195,-870.67961,12.64738,130.01,-0.4,0.7
2647,S03,L14,M13,2.174845,0.0,0.0,0.0,False,75625.48644,814.44036,-863.4337,12.83724,129.91,0.29,0.85,75628.72279,823.1647,-872.01932,12.67625,129.99,-0.3,0.7
2648,S03,L14,M12,2.261567,0.0,0.0,0.0,False,75634.396555,838.24226,-886.70108,13.0091,129.96,0.72,0.53,75637.71963,847.16438,-895.52536,12.53962,129.98,-0.45,0.69
2649,S03,L14,M14,2.833535,0.0,0.0,0.0,False,75635.486485,841.34044,-889.65811,12.8885,130.0,-0.19,0.39,75639.381525,851.5144,-899.91482,12.70117,129.94,0.09,1.03
2650,S03,L14,M13,2.22687,0.0,0.0,0.0,False,75644.396555,864.9226,-913.06194,12.85608,130.06,0.34,0.82,75647.68493,873.91957,-921.66756,12.60113,129.99,-0.65,0.39
2651,S03,L14,M11,2.825521,0.0,0.0,0.0,False,75645.48659,867.87127,-915.90946,12.96569,130.02,0.25,0.71,75649.37362,878.32374,-926.06254,12.59015,129.95,-0.13,0.69
2652,S03,L14,M14,2.906855,0.0,0.0,0.0,False,75654.3967,891.65788,-939.32814,13.05201,130.06,0.4,0.73,75658.36506,902.39654,-949.76431,12.51575,129.92,-0.45,0.72
2653,S03,L14,M12,2.321182,0.0,0.0,0.0,False,75655.486625,894.65861,-942.19346,12.949,130.06,-0.01,0.55,75658.869315,903.71628,-951.06133,12.56089,129.95,-0.15,0.73
2654,S03,L14,M11,2.898581,0.0,0.0,0.0,False,75664.39665,918.49349,-965.58561,12.96263,129.87,0.18,0.74,75668.35674,929.15723,-976.19847,12.3266,129.91,-0.52,0.9
2655,S03,L14,M13,2.28841,0.0,0.0,0.0,False,75665.48668,921.41041,-968.48361,12.88672,129.91,0.02,0.87,75668.836595,930.43151,-977.39264,12.42085,129.89,-0.15,0.79
2656,S03,L14,M12,2.377387,0.0,0.0,0.0,False,75674.396735,945.32654,-991.97983,12.62579,130.24,-0.46,1.01,75677.83563,954.57632,-1001.03095,12.54216,131.61,-0.5,1.32
2657,S03,L14,M14,2.990235,0.0,0.0,0.0,False,75675.486765,948.03888,-994.80797,12.67819,130.54,0.39,1.44,75679.538505,959.04127,-1005.24812,12.72523,132.98,0.08,0.75
2658,S03,L15,M11,2.998501,0.0,0.0,0.0,False,76015.398745,-45.08896,-1378.61448,12.92585,318.24,-0.35,0.41,76019.458755,-54.11074,-1370.08677,12.77386,317.38,0.37,0.68
2659,S03,L15,M13,2.133755,0.0,0.0,0.0,False,76016.488775,-47.5006,-1376.34112,13.06177,317.75,0.05,0.42,76019.684035,-54.60377,-1369.61269,12.76255,317.4,0.34,0.73
2660,S03,L15,M12,2.721692,0.0,0.0,0.0,False,76025.39883,-67.55104,-1358.0441,12.83374,317.82,-0.01,-0.48,76029.18203,-75.77591,-1349.78272,12.79953,318.62,0.11,0.9
2661,S03,L15,M14,2.597735,0.0,0.0,0.0,False,76026.48886,-69.98071,-1355.67474,12.88802,318.03,0.17,-0.24,76030.1481,-77.93269,-1347.71139,12.73872,319.0,-0.17,0.93
2662,S03,L15,M13,2.106025,0.0,0.0,0.0,False,76035.39889,-89.8065,-1336.57294,12.94083,321.61,0.28,-1.07,76038.56642,-96.49708,-1329.24289,12.75614,322.64,-0.17,-0.87
2663,S03,L15,M11,2.950626,0.0,0.0,0.0,False,76036.489025,-92.23475,-1334.0678,12.89306,322.1,0.03,-1.29,76040.50116,-100.31015,-1324.69758,12.7782,322.79,-0.04,-0.1
2664,S03,L15,M14,2.545755,0.0,0.0,0.0,False,76045.399,-110.15947,-1313.13943,12.69267,322.69,-0.5,0.19,76049.00626,-117.84788,-1304.51854,13.08624,322.45,0.05,-0.4
2665,S03,L15,M12,2.694842,0.0,0.0,0.0,False,76046.48903,-112.50379,-1310.57517,12.86239,322.77,-0.59,-0.33,76050.24538,-120.44044,-1301.47755,13.01084,322.18,0.31,-0.09
2666,S03,L15,M11,2.904621,0.0,0.0,0.0,False,76055.399105,-130.93263,-1288.80743,12.65377,321.58,-0.69,0.93,76059.365235,-139.73603,-1279.32973,13.04122,321.15,0.36,-0.1
2667,S03,L15,M13,2.074765,0.0,0.0,0.0,False,76056.48903,-133.30945,-1286.18066,12.79033,321.62,-0.67,0.63,76059.6253,-140.32412,-1278.70765,13.0374,321.12,0.41,-0.15
2668,S03,L15,M12,2.670297,0.0,0.0,0.0,False,76065.39911,-152.7896,-1263.97359,12.82346,320.99,-0.43,1.03,76069.130915,-161.4925,-1254.7421,12.81459,320.9,0.32,-0.07
2669,S03,L15,M14,2.48558,0.0,0.0,0.0,False,76066.48904,-155.19083,-1261.21128,12.90708,320.95,-0.11,1.05,76070.036125,-163.59555,-1252.51521,12.72159,320.94,0.3,-0.29
2670,S03,L15,M13,2.048245,0.0,0.0,0.0,False,76075.39921,-175.55494,-1238.49016,12.99754,320.84,-0.66,0.76,76078.50896,-183.16974,-1230.23372,13.08459,320.72,0.14,0.19
2671,S03,L15,M11,2.851906,0.0,0.0,0.0,False,76076.489345,-178.13327,-1235.58336,13.15848,320.81,-0.37,0.66,76080.40276,-187.81227,-1225.28348,12.85992,320.93,0.45,-0.26
2672,S03,L15,M14,2.43016,0.0,0.0,0.0,False,76085.399245,-199.10637,-1211.9933,12.61255,320.76,-0.55,0.9,76088.89091,-207.64338,-1202.67555,13.06363,320.79,-0.37,-0.01
2673,S03,L15,M12,2.644687,0.0,0.0,0.0,False,76086.48927,-201.73369,-1209.1719,12.75019,320.55,-0.54,0.64,76090.195465,-210.86996,-1199.11492,13.0974,321.15,-0.05,-0.16
2674,S03,L15,M11,2.803611,0.0,0.0,0.0,False,76095.399255,-223.41387,-1184.60643,12.78251,321.15,0.07,0.5,76099.264375,-232.6175,-1174.18302,12.66061,320.81,-0.03,0.3
2675,S03,L15,M13,2.020445,0.0,0.0,0.0,False,76096.48929,-226.05708,-1181.69876,12.72152,320.98,0.27,0.32,76099.57124,-233.3392,-1173.34814,12.66356,320.83,-0.13,0.29
2676,S03,L15,M12,2.623367,0.0,0.0,0.0,False,76105.399335,-247.43364,-1157.03315,13.09373,320.92,-0.15,0.88,76109.08421,-257.01167,-1146.72201,12.94642,320.74,0.18,-0.25
2677,S03,L15,M14,2.36752,0.0,0.0,0.0,False,76106.48936,-250.14201,-1153.90053,13.11142,320.72,0.31,1.08,76109.918385,-259.04802,-1144.41211,12.90785,320.86,0.09,-0.32
2678,S03,L15,M13,1.999735,0.0,0.0,0.0,False,76115.399325,-272.05191,-1129.39328,12.64262,320.51,-0.54,0.42,76118.460565,-279.76982,-1120.75808,13.08936,320.97,-0.5,-0.03
2679,S03,L15,M11,2.751486,0.0,0.0,0.0,False,76116.48936,-274.74844,-1126.36558,12.76886,320.51,-0.59,0.11,76120.302355,-284.48431,-1115.48979,13.1707,321.07,-0.07,0.34
2680,S03,L15,M14,2.313185,0.0,0.0,0.0,False,76125.399495,-297.20154,-1101.14792,12.72878,320.82,-0.24,0.02,76128.774185,-305.49187,-1091.79561,12.79489,321.05,-0.36,0.52
2681,S03,L15,M12,2.603192,0.0,0.0,0.0,False,76126.48942,-299.82111,-1098.1373,12.75651,320.98,-0.33,0.2,76130.15412,-308.94471,-1087.93602,12.82552,320.83,-0.27,0.48
2682,S03,L15,M11,2.706406,0.0,0.0,0.0,False,76135.399535,-322.10492,-1073.08911,12.97453,321.23,-0.09,-0.3,76139.16745,-331.48795,-1062.39054,12.88332,321.19,-0.05,0.52
2683,S03,L15,M13,1.981245,0.0,0.0,0.0,False,76136.48956,-324.91385,-1070.02322,12.95386,321.51,-0.09,-0.43,76139.53231,-332.38561,-1061.34902,12.86631,321.06,-0.07,0.65
2684,S03,L15,M12,2.588457,0.0,0.0,0.0,False,76145.39963,-346.86348,-1044.76447,12.88599,320.81,0.0,0.15,76149.049595,-356.30402,-1034.6356,13.00663,319.74,-0.55,-1.19
2685,S03,L15,M14,2.2556,0.0,0.0,0.0,False,76146.489555,-349.72998,-1041.7557,12.85156,320.78,-0.3,-0.53,76149.80666,-358.14525,-1032.45532,13.0457,319.21,-0.29,-0.83
2686,S03,L15,M13,1.96994,0.0,0.0,0.0,False,76155.399655,-372.00522,-1016.59888,12.63626,315.78,0.09,2.35,76158.4311,-380.47629,-1009.18044,12.66866,316.04,-0.65,0.41
2687,S03,L15,M11,2.660861,0.0,0.0,0.0,False,76156.489685,-374.97733,-1013.93196,12.65939,315.95,-0.12,1.65,76160.212055,-385.43531,-1004.7091,12.94981,315.88,-0.48,-0.17
2688,S03,L15,M14,2.20873,0.0,0.0,0.0,False,76165.400065,-399.54594,-990.67631,12.8311,316.58,0.49,0.93,76168.6703,-408.38337,-982.08766,12.72732,317.74,-0.44,1.48
2689,S03,L15,M12,2.582017,0.0,0.0,0.0,False,76166.48968,-402.45974,-987.73495,12.74138,316.92,0.3,1.42,76170.133205,-412.48829,-978.43735,12.80314,318.36,-0.62,0.54
2690,S03,L15,M11,2.625081,0.0,0.0,0.0,False,76175.39972,-426.7524,-964.44183,12.873,320.65,0.08,-1.68,76179.08631,-435.4994,-953.60649,12.79361,321.09,-0.72,1.13
2691,S03,L15,M13,1.964925,0.0,0.0,0.0,False,76176.48975,-429.31415,-961.28006,12.82242,320.99,-0.03,-0.9,76179.51618,-436.56148,-952.37222,12.84377,320.99,-0.74,1.28
2692,S03,L15,M12,2.576387,0.0,0.0,0.0,False,76185.39977,-452.01335,-936.08624,12.81006,320.33,0.16,-1.08,76189.037665,-460.65116,-925.44078,12.82475,320.38,-0.77,1.23
2693,S03,L15,M14,2.15881,0.0,0.0,0.0,False,76186.4898,-454.70101,-933.00128,12.70701,320.44,-0.04,-0.89,76189.710115,-462.3289,-923.52134,12.88035,320.31,-0.74,1.42
2694,S03,L15,M13,1.96318,0.0,0.0,0.0,False,76195.399905,-477.40554,-907.86569,12.76714,318.97,0.32,-0.99,76198.42459,-484.73198,-899.28103,12.68981,317.46,-0.71,0.05
2695,S03,L15,M11,2.585446,0.0,0.0,0.0,False,76196.489935,-480.21072,-904.88454,12.67578,318.52,-0.09,-1.39,76200.13689,-488.79152,-894.23802,12.93339,316.42,-0.63,2.05
2696,S03,L15,M14,2.11826,0.0,0.0,0.0,False,76205.39998,-503.62961,-880.45911,12.85947,313.13,0.55,1.3,76208.579745,-512.71793,-872.66471,12.61028,312.67,-0.54,0.44
2697,S03,L15,M12,2.575392,0.0,0.0,0.0,False,76206.489905,-506.73572,-877.7385,12.71874,312.89,0.27,1.0,76210.126805,-517.04271,-868.88019,12.71372,312.44,-0.56,0.57
2698,S03,L15,M11,2.559556,0.0,0.0,0.0,False,76215.400015,-532.70654,-855.82196,12.98814,312.95,0.02,0.38,76219.02108,-543.27428,-846.79444,12.81443,312.77,-0.01,0.46
2699,S03,L15,M13,1.971675,0.0,0.0,0.0,False,76216.490045,-535.96994,-853.11157,12.961,313.07,-0.03,0.26,76219.523225,-544.72345,-845.57031,12.7723,312.73,-0.04,0.41
2700,S03,L15,M12,2.585682,0.0,0.0,0.0,False,76225.40006,-561.61105,-831.10024,12.86198,314.59,-0.32,1.39,76229.04725,-572.50301,-822.36712,12.85897,316.12,-0.15,-0.68
2701,S03,L15,M14,2.0813,0.0,0.0,0.0,False,76226.490085,-564.8452,-828.54745,12.90681,315.17,-0.13,1.07,76229.63289,-574.19932,-820.89556,12.8645,316.37,-0.19,-0.99
2702,S03,L15,M13,1.98417,0.0,0.0,0.0,False,76235.40017,-589.85895,-805.61637,12.83124,318.32,-0.09,-0.11,76238.445845,-597.6827,-797.28231,12.73264,318.09,-0.21,1.03
2703,S03,L15,M11,2.534516,0.0,0.0,0.0,False,76236.490095,-592.58802,-802.57408,12.78515,318.19,-0.1,0.63,76240.08612,-602.12794,-792.90296,12.85338,318.55,-0.43,0.76
2704,S03,L15,M14,2.04942,0.0,0.0,0.0,False,76245.400215,-616.66009,-778.73183,12.88366,320.15,0.05,-0.85,76248.51114,-624.46006,-769.82677,12.88641,320.54,-0.31,-0.13
2705,S03,L15,M12,2.595207,0.0,0.0,0.0,False,76246.49024,-619.50818,-775.67342,12.80934,320.33,-0.12,-0.94,76250.146955,-628.48883,-765.18788,12.77313,320.59,-0.02,0.46
2706,S03,L15,M11,2.510381,0.0,0.0,0.0,False,76255.401025,-641.95113,-750.53617,12.86707,320.54,-0.25,0.0,76258.972915,-651.09514,-740.32311,13.0084,320.49,-0.27,0.06
2707,S03,L15,M13,1.999855,0.0,0.0,0.0,False,76256.49022,-644.81702,-747.47346,12.89887,320.63,-0.46,-0.32,76259.55158,-652.53095,-738.63115,13.00198,320.41,-0.17,0.31
2708,S03,L15,M12,2.603927,0.0,0.0,0.0,False,76265.40028,-667.35512,-722.17227,12.74376,319.97,-0.05,0.19,76269.065715,-676.80312,-712.1491,12.88717,319.4,-0.44,-0.45
2709,S03,L15,M14,2.016655,0.0,0.0,0.0,False,76266.49031,-670.20045,-719.20444,12.7329,320.03,-0.29,-0.1,76269.56847,-678.07127,-710.7423,12.92872,319.11,-0.39,-0.44
2710,S03,L15,M13,2.018635,0.0,0.0,0.0,False,76275.400455,-692.8555,-694.16278,12.91027,314.81,0.44,2.12,76278.480595,-701.42812,-686.36492,12.62397,313.39,-0.21,1.88
2711,S03,L15,M11,2.488176,0.0,0.0,0.0,False,76276.49038,-695.83932,-691.27034,12.76417,314.16,0.22,2.36,76280.040065,-705.97099,-682.78367,12.74759,313.19,-0.19,1.0
2712,S03,L15,M14,1.994955,0.0,0.0,0.0,False,76285.40047,-721.34443,-669.55498,12.90842,313.09,-0.14,0.5,76288.45693,-730.35699,-661.93144,12.92164,313.61,-0.22,-0.17
2713,S03,L15,M12,2.624012,0.0,0.0,0.0,False,76286.490395,-724.52128,-666.77065,12.91205,313.07,-0.31,0.38,76290.175915,-735.3618,-657.70739,12.99537,314.37,0.18,-0.06
2714,S03,L15,M11,2.477996,0.0,0.0,0.0,False,76295.40054,-749.87726,-644.84669,12.72843,316.09,-0.42,1.13,76298.940045,-760.08713,-636.17408,13.06483,318.9,-0.15,-1.96
2715,S03,L15,M13,2.048425,0.0,0.0,0.0,False,76296.490465,-753.00832,-642.15541,12.77079,316.81,-0.66,0.24,76299.600395,-761.98648,-634.4674,13.0775,319.41,0.05,-2.31
2716,S03,L15,M12,2.644892,0.0,0.0,0.0,False,76305.400525,-776.64416,-618.33845,12.74075,319.04,-0.24,0.69,76309.106925,-785.73773,-608.15807,12.87787,318.44,-0.24,2.01
