# cfgfile = ./initcfg/SAGA/SAGA.1905.meiyo_m5-initcfg.ini
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1
744,S01,L05,M11,2.488841,0.0,0.0,0.0,False,62756.398535,-1285.28904,67.30956,12.90675,51.53,0.13,-0.17,62759.948885,-1276.2513,73.28285,12.89219,49.8,0.08,0.13
745,S01,L05,M13,2.57564,0.0,0.0,0.0,False,62757.48846,-1282.44476,69.17387,12.84547,51.03,-0.22,0.06,62761.125605,-1273.15489,75.26256,12.92834,49.11,0.02,0.34
746,S01,L05,M12,2.961232,0.0,0.0,0.0,False,62766.398575,-1259.42996,84.7083,13.03221,46.34,0.54,0.91,62770.421315,-1248.83146,92.43111,12.70441,44.61,-0.34,0.98
747,S01,L05,M14,2.02791,0.0,0.0,0.0,False,62767.4885,-1256.58862,86.87457,12.92229,45.63,0.29,0.96,62770.577915,-1248.42527,92.73478,12.73587,44.58,-0.32,0.96
748,S01,L05,M13,2.549175,0.0,0.0,0.0,False,62776.398605,-1233.45482,104.85814,12.65736,42.62,-0.12,1.4,62780.009285,-1224.31121,112.90592,12.90546,41.74,-0.05,0.34
749,S01,L05,M11,2.431286,0.0,0.0,0.0,False,62777.48863,-1230.59934,107.18267,12.70245,42.36,-0.14,1.41,62780.981425,-1221.81799,115.07253,12.9404,41.46,0.05,0.45
750,S01,L05,M14,2.003045,0.0,0.0,0.0,False,62786.3986,-1207.8106,127.34073,12.77209,40.06,-0.01,0.98,62789.46315,-1200.03524,134.77469,12.932,39.16,-0.42,0.78
751,S01,L05,M12,2.906312,0.0,0.0,0.0,False,62787.488735,-1204.93115,129.84918,12.80073,39.67,-0.15,1.31,62791.456555,-1195.16785,139.71177,12.96103,38.88,0.14,0.21
752,S01,L05,M11,2.380586,0.0,0.0,0.0,False,62796.398745,-1182.40088,151.74126,12.72079,37.27,-0.46,1.18,62799.84084,-1174.09835,160.71996,13.03632,37.32,-0.18,0.74
753,S01,L05,M13,2.527705,0.0,0.0,0.0,False,62797.488775,-1179.75692,154.43442,12.91019,37.1,-0.2,1.11,62801.077985,-1171.07864,163.93703,12.87961,37.32,-0.04,0.88
754,S01,L05,M12,2.860532,0.0,0.0,0.0,False,62806.39882,-1157.96208,177.6809,12.86193,38.19,-0.38,0.28,62810.32086,-1148.14876,187.89733,12.75836,38.95,-0.51,0.33
755,S01,L05,M14,1.981365,0.0,0.0,0.0,False,62807.48885,-1155.34647,180.38774,12.96323,38.34,0.23,0.43,62810.53172,-1147.63958,188.43849,12.76839,38.97,-0.49,0.28
756,S01,L05,M13,2.51315,0.0,0.0,0.0,False,62816.398925,-1132.44755,203.33357,12.80374,40.07,0.21,1.03,62819.97358,-1123.34282,212.68484,12.70562,39.9,-0.58,-0.05
757,S01,L05,M11,2.325986,0.0,0.0,0.0,False,62817.48885,-1129.70405,206.13706,12.83611,39.89,0.27,0.85,62820.876345,-1120.96758,214.90836,12.7918,40.11,-0.45,-0.0
758,S01,L05,M14,1.965105,0.0,0.0,0.0,False,62826.398935,-1106.26481,229.1636,12.80723,40.42,-0.23,0.5,62829.425545,-1098.13601,236.73351,12.82573,40.4,0.23,0.95
759,S01,L05,M12,2.809582,0.0,0.0,0.0,False,62827.48907,-1103.33484,231.89622,12.79965,40.53,-0.03,0.62,62831.36016,-1093.01024,241.79652,12.83393,40.34,-0.27,0.43
760,S01,L05,M11,2.277786,0.0,0.0,0.0,False,62836.39896,-1079.38767,254.70966,12.59412,40.12,-0.33,1.19,62839.738255,-1070.64509,263.40983,13.03597,39.99,0.1,0.21
761,S01,L05,M13,2.498915,0.0,0.0,0.0,False,62837.48899,-1076.42827,257.42762,12.62431,40.04,-0.34,1.25,62841.04941,-1067.22929,266.93167,13.04988,39.76,-0.09,0.11
762,S01,L05,M12,2.765717,0.0,0.0,0.0,False,62846.398995,-1053.02635,280.78959,12.82505,38.84,-0.27,0.34,62850.22622,-1042.84041,290.90407,12.86744,37.96,0.03,1.21
763,S01,L05,M14,1.95192,0.0,0.0,0.0,False,62847.489025,-1050.16538,283.65038,12.97592,38.73,0.07,0.3,62850.50245,-1042.1279,291.63868,12.84805,37.86,0.02,1.23
764,S01,L05,M13,2.491605,0.0,0.0,0.0,False,62856.39911,-1027.06342,307.5664,13.05254,36.71,0.07,0.94,62859.95222,-1017.86254,317.3394,12.67236,35.71,-0.07,1.15
765,S01,L05,M11,2.228376,0.0,0.0,0.0,False,62857.489035,-1024.25274,310.58124,12.98664,36.45,0.17,1.18,62860.77892,-1015.82854,319.65708,12.73381,35.44,-0.1,0.92
766,S01,L05,M14,1.946835,0.0,0.0,0.0,False,62866.399125,-1001.93802,335.36249,12.70671,34.19,-0.11,1.75,62869.407465,-994.92294,344.17985,13.00428,33.36,-0.46,0.23
767,S01,L05,M12,2.723527,0.0,0.0,0.0,False,62867.489155,-999.24396,338.43996,12.70964,33.74,-0.33,1.73,62871.27419,-990.5191,349.73938,13.00865,33.52,-0.24,-0.1
768,S01,L05,M11,2.190151,0.0,0.0,0.0,False,62876.39926,-978.44531,364.66844,12.77755,32.76,-0.85,0.43,62879.65092,-970.93452,374.02246,12.84921,33.61,0.04,0.63
769,S01,L05,M13,2.49318,0.0,0.0,0.0,False,62877.48918,-976.15564,367.83443,12.93305,33.15,-0.54,-0.37,62881.043865,-967.61528,378.1118,12.80187,33.61,0.02,1.1
770,S01,L05,M12,2.692142,0.0,0.0,0.0,False,62886.399175,-955.24514,393.86493,12.93862,34.9,0.03,0.48,62890.152825,-946.13858,404.61745,12.52427,34.77,-0.48,0.7
771,S01,L05,M14,1.9492,0.0,0.0,0.0,False,62887.4893,-952.72144,396.92963,12.89263,34.91,0.52,0.82,62890.500005,-945.32123,405.60641,12.58178,34.77,-0.55,0.55
772,S01,L05,M13,2.49928,0.0,0.0,0.0,False,62896.39926,-931.17034,422.65619,12.84499,35.7,0.6,1.74,62899.960045,-922.67717,433.09886,12.80551,35.33,-0.46,-0.11
773,S01,L05,M11,2.152076,0.0,0.0,0.0,False,62897.489285,-928.36781,425.77817,12.63708,35.35,0.3,2.12,62900.70287,-920.9974,435.2421,12.98948,35.53,-0.25,-0.55
774,S01,L05,M14,1.95591,0.0,0.0,0.0,False,62906.399395,-906.98202,451.60318,12.83598,35.71,0.0,0.69,62909.41681,-899.46819,460.28971,12.96009,35.7,-0.26,0.84
775,S01,L05,M12,2.659412,0.0,0.0,0.0,False,62907.48942,-904.24082,454.67323,12.86943,35.72,0.11,0.8,62911.21034,-895.35614,465.57458,13.02899,35.67,-0.13,0.22
776,S01,L05,M11,2.121081,0.0,0.0,0.0,False,62916.39938,-882.35157,480.35567,12.75268,35.9,0.0,0.88,62919.58197,-874.7276,489.63494,12.91613,35.48,-0.33,0.65
777,S01,L05,M13,2.50918,0.0,0.0,0.0,False,62917.48941,-879.78367,483.44988,12.93306,35.73,0.29,0.85,62921.060095,-871.0392,493.85774,12.85082,35.75,-0.61,0.74
778,S01,L05,M12,2.632377,0.0,0.0,0.0,False,62926.39945,-857.99715,509.39355,12.6872,36.98,0.14,0.65,62930.093335,-848.77676,519.81264,12.99271,37.93,-0.07,0.13
779,S01,L05,M14,1.96819,0.0,0.0,0.0,False,62927.48948,-855.15898,512.45718,12.61143,37.0,-0.05,0.75,62930.519175,-847.73187,521.02546,13.04463,38.14,-0.07,0.07
780,S01,L05,M13,2.52023,0.0,0.0,0.0,False,62936.399535,-832.90155,537.4942,12.78396,40.73,0.08,-0.2,62939.98127,-823.412,547.30944,12.82299,41.2,-0.51,0.04
781,S01,L05,M11,2.089821,0.0,0.0,0.0,False,62937.489565,-830.00661,540.34156,12.92672,41.07,0.55,0.08,62940.640895,-821.68478,549.14895,12.70114,41.54,-0.88,-0.25
782,S01,L05,M14,1.981675,0.0,0.0,0.0,False,62946.39953,-806.014,563.91439,12.8109,43.14,-0.3,0.57,62949.44271,-797.94926,571.92714,13.02668,44.08,-0.18,-0.58
